A_NOX_ALL,A_VOC_ALL,A_NH3_ALL,A_PM25_ALL,A_O3_ALL,B_NOX_ALL,B_VOC_ALL,B_NH3_ALL,B_PM25_ALL,B_O3_ALL,C_NOX_ALL,C_VOC_ALL,C_NH3_ALL,C_PM25_ALL,C_O3_ALL,D_NOX_ALL,D_VOC_ALL,D_NH3_ALL,D_PM25_ALL,D_O3_ALL,E_NOX_ALL,E_VOC_ALL,E_NH3_ALL,E_PM25_ALL,E_O3_ALL,F_NOX_ALL,F_VOC_ALL,F_NH3_ALL,F_PM25_ALL,F_O3_ALL,G_NOX_ALL,G_VOC_ALL,G_NH3_ALL,G_PM25_ALL,G_O3_ALL,H_NOX_ALL,H_VOC_ALL,H_NH3_ALL,H_PM25_ALL,H_O3_ALL,I_NOX_ALL,I_VOC_ALL,I_NH3_ALL,I_PM25_ALL,I_O3_ALL,J_NOX_ALL,J_VOC_ALL,J_NH3_ALL,J_PM25_ALL,J_O3_ALL,K_NOX_ALL,K_VOC_ALL,K_NH3_ALL,K_PM25_ALL,K_O3_ALL,L_NOX_ALL,L_VOC_ALL,L_NH3_ALL,L_PM25_ALL,L_O3_ALL,M_NOX_ALL,M_VOC_ALL,M_NH3_ALL,M_PM25_ALL,M_O3_ALL,N_NOX_ALL,N_VOC_ALL,N_NH3_ALL,N_PM25_ALL,N_O3_ALL,O_NOX_ALL,O_VOC_ALL,O_NH3_ALL,O_PM25_ALL,O_O3_ALL,P_NOX_ALL,P_VOC_ALL,P_NH3_ALL,P_PM25_ALL,P_O3_ALL,Q_NOX_ALL,Q_VOC_ALL,Q_NH3_ALL,Q_PM25_ALL,Q_O3_ALL
0.820852315,1.026368394,1.050056347,1.003036027,0.6262603294228296,1.14906309,1.118506276,1.015093218,1.135436207,1.120567064625564,0.721867225,0.700106379,1.001793521,0.843537561,0.8590163416392266,0.966075265,0.888192116,1.151433944,1.000530927,0.8395571539531907,0.815228197,1.053695081,0.925134205,0.892428215,0.9756814712452136,1.005309915,0.60130138,0.761400651,0.898853909,0.7186893055407244,1.063002636,0.962053281,0.844068425,0.859318522,1.1447902042294311,0.891570756,1.08152382,0.965459015,1.151271247,0.9841787539163038,1.241447809,1.374880155,1.444020817,1.288166977,1.0168432604241886,0.787804046,1.031905493,0.538153682,0.697580772,1.094434419070112,1.15110828,1.248048355,0.730424623,1.157557608,1.0385605705952383,0.862814541,1.164081199,1.014211258,1.081169377,1.2220849463167447,1.209086436,1.286166171,1.248607376,1.340903326,1.2719063941489082,0.705034996,0.897971241,0.56817784,0.742689765,1.428819015352532,1.308128757,1.237511567,1.163824633,1.23518554,0.8223814622725762,1.091532574,1.022954243,1.14401541,1.138972816,0.9372373160976032,1.255916128,1.017635451,0.804027679,1.315501036,0.7366034995848922
0.691341264,1.335610897,0.930720705,0.8418485,0.6012770654890248,0.833548011,0.820514913,0.898062576,0.723461226,1.1212190117315113,1.127458834,1.370537389,0.782002772,0.979876427,0.7968361758181524,1.039430602,1.171035481,1.255203803,1.097847109,0.8185250859052767,0.794451606,0.905595179,0.885123001,0.892352351,0.964109818766456,1.290663374,1.079083368,0.942340035,1.186932255,0.68300236756624,1.049177688,0.928648143,0.626641667,0.896668319,1.1153912696875876,1.030063062,1.008281267,1.18711479,1.239883032,0.958214420080974,1.252095727,1.257888873,1.148206367,1.258674499,0.9846889529555556,0.949704843,0.914361641,0.893340909,1.007079163,1.0771305328378122,0.84508686,0.906261133,1.246170352,0.932304788,1.0830162682718287,1.140941017,0.878498615,0.617322083,1.032804258,1.1586279899672336,1.193947832,1.027090228,0.615826856,1.187185765,1.2613164296348944,1.178037524,0.917243498,1.19973187,1.098007422,1.3439710535493516,1.244419121,0.945688733,1.263523666,1.279626638,0.7939074879415573,1.132721897,1.058262186,1.150685872,1.146532649,0.9219918402033628,0.992806345,0.808624676,0.953154319,1.129968809,0.7123823858168086
1.177467753,0.966436295,0.964131132,1.02298087,0.6301164921613616,1.315408302,1.205370629,1.190558951,1.326937511,1.1454866946951625,1.160950913,1.007178832,1.098350386,1.161604238,0.7493193899016268,0.910975987,1.215869153,0.869109955,0.919908687,0.8288335261029103,0.920531729,0.814526214,0.962785779,0.815569151,0.951147819365713,0.807851423,1.121782965,1.024836246,1.030582365,0.8070678384973691,1.215380149,1.380525858,1.468888275,1.270305646,1.1814749140947232,0.626677199,0.930235505,0.735944268,0.696816009,1.0308583157287028,0.843145688,0.762482343,0.837888292,0.796845025,1.0745085130846106,0.985530425,1.092512301,0.980051823,0.759513861,1.095655085739191,1.073951627,1.200951188,0.605150367,0.923330112,1.0472116376958631,1.222625445,1.029958876,1.050501199,1.248260335,1.1990294164866182,1.130343777,1.021589069,1.370165481,1.011110036,1.2686784939747764,0.846146603,0.963329719,1.119025618,1.047658307,1.4090066897995477,0.578584822,0.595222565,0.901052038,0.684339435,0.9701941627320844,0.902461799,0.975298116,1.056802471,0.988379373,0.962776550229603,1.066662532,0.945558232,1.159146349,0.875387376,0.8919292056282859
0.836092766,1.059083772,0.788324838,0.767403109,0.636603094176545,0.99335355,1.151870965,0.884118311,0.807867592,1.1500476693715151,1.302877973,1.244288743,1.24164193,1.316446101,0.7537411621325084,1.198845605,0.85804329,1.242575581,1.234673434,0.8474716246056361,1.31558375,0.687552902,1.111537875,1.027325917,0.9417363394310004,0.945573473,0.82888996,1.303994655,0.913691292,0.7618897822226458,0.926917269,1.19678751,1.051018569,0.852821035,1.2015031892619936,0.633222091,1.121366932,1.160487624,0.799450915,1.0287557094099262,1.086704346,1.155693432,0.873167704,1.109893981,1.0345607318796008,0.71330593,1.137415163,1.343261675,0.792148392,1.1372170509565556,1.120321035,1.387050665,1.071809871,1.112041917,1.0759631890926815,0.671174111,0.807549681,0.829796568,0.779843279,1.2506806100983732,1.018857265,1.204061232,1.025476702,1.275369805,1.3002101944879203,0.971837819,0.918763524,1.028691567,0.879382741,1.3905141662118037,1.094424605,1.116422253,1.248137756,1.158501656,0.9058701739738972,0.891152831,0.93834724,0.762334857,0.886020581,0.9654392681203992,0.688035516,1.250679634,1.462274323,0.903979526,0.866173517587904
1.078783634,1.112575744,0.900355386,0.876193533,0.5509426708108494,0.766444383,1.062483422,0.744232623,0.813711063,1.131807127849651,0.76355812,0.805908107,0.8009864,0.791070602,0.8651596526492034,1.145488014,0.911812156,0.958947432,0.965378297,0.7595196901963405,0.964030143,1.185511321,0.818832668,0.801184718,0.9369545890611874,1.383397484,1.032541348,1.444608616,1.337774841,0.6761201001271823,1.026873103,1.116623735,0.836247327,1.041074347,1.100884566802645,1.204273267,0.806746963,0.733589385,1.110096049,0.9383664007820988,1.00027797,1.103105064,1.020284989,1.222433559,1.0102382876854972,1.095745931,1.153668203,1.005600946,1.210376327,1.059103730437546,1.000168139,0.665045915,0.956299456,0.957168251,1.0390965050727172,1.257569443,1.274692741,0.713452489,1.143188138,1.1525283753943638,1.333130185,1.372777073,0.682829481,1.415999391,1.2587415593284774,1.303441081,1.062025886,0.710594592,1.200866672,1.3295857160447626,1.038471981,0.909336077,0.993344691,0.958571627,0.8258131771375138,0.831000081,0.963614744,0.841430932,0.812243444,0.976200774316064,1.314318581,1.036815944,1.147832847,1.226518771,0.714697248588928
0.887576155,1.001864345,1.193613363,1.088976206,0.6072046287577569,1.242787208,1.345996677,1.136377204,1.182015231,1.116356412313833,1.300810382,1.229483078,0.916975977,1.09563103,0.7427902556839272,0.842031396,1.107819846,0.706796132,0.774570631,0.786670421906146,0.614468388,0.782514459,0.786249266,0.793522508,1.000247218803741,1.055692137,0.794477796,0.922921967,1.115223837,0.7175561927058759,0.617559979,0.938546017,1.038859946,0.860340003,1.206934655588709,0.895840651,0.61566863,0.567525532,0.76834247,0.977496561131323,1.033655348,1.157174745,1.133298273,1.301940579,1.025619273522848,1.323144114,1.287794534,1.030879346,1.198345008,1.0532564136635276,0.877830062,0.965757446,1.18256114,0.94929173,1.0845007291306863,1.107278266,0.877270294,0.67110692,0.863977838,1.195356419204635,0.920813903,0.768074108,1.219933353,0.846821191,1.282443807294124,0.799717786,1.045646041,1.426849709,1.033745287,1.414611758685287,1.163015058,1.195258011,1.209929442,1.278368707,0.8464030266124531,1.178065056,1.054667461,1.269700899,1.188290565,0.911914738573024,0.827245433,0.923176013,1.300674041,0.757894592,0.7892453576385835
1.121636191,0.794491362,1.18782145,1.202761266,0.6329352270550956,0.99067355,0.998338523,1.262557968,1.033657968,1.1692927634261785,1.199733202,0.954164508,0.867544814,0.991673392,0.8142284134166089,1.006998854,1.232183204,0.841980444,0.93439305,0.8122558363990962,1.219608591,1.347903213,1.057171305,1.192666915,0.9318338506216924,0.8467579,0.98357596,0.960248077,0.978056503,0.7840721469560565,1.109547492,0.966157433,0.938525014,1.036310282,1.1901278307984489,1.04617044,1.055439441,1.31330386,0.970529731,0.9862163378957736,1.065496117,1.164454857,1.385136095,1.05530997,1.0442193119594614,1.160897321,0.968495717,0.931736411,1.234401549,1.0821281230020814,0.668304835,1.054827503,1.385330073,0.92168418,1.0996479552160017,1.047377449,1.014435902,1.455730207,1.078467052,1.2189895360133451,1.037082819,1.068097906,0.902386479,0.979966568,1.2830125826273049,0.793903629,1.305434012,1.309435337,1.12316796,1.4190699147720245,0.76592366,1.24216435,0.918992526,0.884146476,0.9205250584272002,0.892713728,1.011653464,0.918370795,0.846678951,0.9831567395758114,0.646395612,0.957908292,0.875688163,0.913454045,0.8562519783400246
0.937795447,1.314486397,0.831813021,0.903953864,0.60368876201053,0.70464783,1.155248282,1.053482555,0.854738178,1.156103281434615,1.188235438,1.160316596,1.207471927,1.285452227,0.7810104639866549,0.99687835,0.852039457,0.688289907,0.850400165,0.8269490777724462,1.079574262,1.326900919,1.068767431,0.900211928,0.9475726812402488,1.222320396,1.216763915,1.387171262,1.177938524,0.6966727687137555,1.033006196,0.821281821,0.742863154,0.855296019,1.1461845562090978,1.069690416,1.395048314,0.765889335,1.226733239,0.9633103180543472,1.037023774,0.854090131,1.430821256,1.076201368,1.0222447032435502,1.079614783,1.297225802,0.808857143,1.284839431,1.0839063092690069,0.812607855,0.847436061,0.766511831,1.086026065,1.072769439813707,1.255442327,0.848092695,0.942112175,1.042800066,1.1659465678941014,1.107635736,1.235265351,1.323642306,1.178765685,1.2768357693295882,1.151458968,1.234434377,0.936902522,1.199013611,1.3624952254457685,0.802458526,0.742229211,1.048965822,0.92623374,0.8817059814216821,0.87132511,0.918377826,1.015489001,0.913007902,0.961171540018232,1.163502604,1.335925615,0.690968792,1.153635926,0.7551980611606759
1.150847698,0.837779326,0.758134516,0.862549368,0.6139112748884534,0.872205109,0.885999311,0.752997423,0.802675393,1.1553853334327635,0.65295079,0.936080146,1.000384888,0.822398129,0.9246192793287382,1.154444651,1.20552941,1.117516639,1.056301814,0.8336832896851835,0.966661573,0.877767777,0.904417043,0.767566241,0.962242166044168,0.972687437,0.912407899,1.112310845,0.88838384,0.7402318043516438,0.914866235,0.86452864,0.585364604,0.874396856,1.178386113726729,1.199627553,1.146781946,0.564070468,1.231143879,0.9823888078487272,0.97062572,1.056236129,1.401249314,1.187141511,1.021986107664801,0.902797813,0.700551416,0.599514538,1.040112647,1.101814545774836,0.769314224,1.147885563,0.982438979,1.015075476,1.086289113059244,0.96907897,0.837737613,0.744117009,1.11001888,1.216363212911972,1.12744614,1.109740951,1.129643843,1.198311355,1.2813106944592756,0.923948985,0.955059225,1.403967311,1.026439358,1.403727401366474,0.70093699,1.193964304,1.046467574,0.841214065,0.9128137896358294,1.099885274,1.173736613,1.212724644,1.146490351,0.9683507733110914,0.934333185,1.297449377,0.669926645,1.122265223,0.790524267446429
0.685697917,1.267927986,1.040324827,0.958541357,0.5923414326715795,1.000580213,0.864796333,0.808686546,1.073761092,1.1144285429491203,1.277152589,1.026466858,0.947325776,1.17062892,0.7386835703651056,1.33526403,1.119748781,1.22457607,1.159310598,0.7412584406715226,0.770784754,1.081360679,0.955329345,0.966893566,0.9686145586168888,1.348264934,0.955612994,0.92256383,1.291758,0.6816467758085486,0.885992805,1.073427408,1.059960637,1.019834351,1.1402958869609328,0.990110841,1.393334773,0.857101719,1.151942654,0.9560517440787952,1.059094456,0.990000056,0.873180935,1.163751923,1.020179840907371,0.922121029,0.660730851,0.75576617,0.740691704,1.069025521077006,0.862859613,1.024690342,1.016494418,0.923991548,1.06730848448049,1.133290228,1.049238568,0.871652833,0.843609291,1.178002097009312,1.045209319,0.815643971,1.412468761,0.822620112,1.2649686341017312,1.170913037,1.312201307,1.068371673,1.089147041,1.3496173935447624,0.910128609,1.108601473,0.73352729,0.843913133,0.867520986787306,1.09658822,1.228618559,1.408816841,1.176978413,0.9392113095020024,0.912021386,0.72844212,0.562346022,0.967789074,0.7716184261998988
1.110392491,1.122475748,1.27566697,1.256108821,0.6599400530308763,1.177639973,0.784226039,0.983143516,1.008105189,1.1711664738970895,0.809248618,0.835616374,0.922325932,0.815188656,0.8576368309019606,0.888313638,0.723486896,1.063729691,1.090233608,0.8254336625332985,0.925731076,1.045730693,1.215507723,1.063951512,1.00272616653663,0.588626896,0.990602673,1.25402244,0.856842651,0.8794329353744362,0.716747413,0.728947145,1.257986261,0.799123209,1.2423920830929522,1.018735433,0.878533642,0.655928361,1.069267835,1.0007420236589226,1.054994915,1.033603001,0.730044914,1.038888288,1.019922357572986,1.034427937,0.97471556,0.665290616,0.817779625,1.0871862103641703,1.151781235,1.129896973,1.095115735,1.210562616,1.063328321029372,0.857701061,1.206129012,1.325706389,1.15309687,1.2404803098036594,0.881916224,1.073404186,0.930295493,1.036269766,1.3210952196971113,1.139303513,0.951277747,1.388425092,1.18032035,1.3661383838481176,1.300126702,1.096954165,0.93759298,1.178537687,0.8391930174903175,1.133845121,1.26167206,1.380197806,1.193234069,0.9361053082018368,0.706797577,1.333022529,1.133411272,0.948312803,0.7853742415426375
0.906455862,1.06008407,0.94910442,0.94188314,0.5598647346587186,1.048168955,1.019147142,0.644332095,0.823746578,1.1106014371731878,0.606848694,1.065681873,1.102501026,0.856186251,0.8890810751565574,1.018380029,0.78252604,1.174273554,1.068087834,0.7512942278034568,1.314906664,0.798788941,1.107625933,1.377929829,0.90799595822487,1.315316051,0.863219668,1.447966001,1.274226835,0.6789047803028888,0.823488072,0.660807302,0.687938797,0.764408975,1.1251545053833456,1.174920186,1.251778269,0.825622275,1.156610601,0.9335474837458784,0.909126017,1.229213742,0.819639877,1.121395947,1.0186370068323698,1.149090601,0.784891795,0.569740464,0.952508044,1.0458490455023983,1.16113813,0.706911974,0.840840259,1.020716499,1.0399015772941929,1.29937127,0.969543215,0.813826509,1.128644465,1.1434013043240547,0.912308249,0.774887913,0.797493187,0.793129299,1.2660225917256158,1.049369929,0.99404163,1.032124354,0.854758565,1.361599419394953,1.109332493,1.043185649,1.104857298,1.069362901,0.8235294117647058,1.087448526,1.004776231,0.876494196,0.977360008,0.8981854542251642,0.759627378,0.733923737,0.977254344,0.983701397,0.7571277526183906
